Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2023-12-14,Marketing,Travel,East,114693,130779,Cash,TXN100298,16086,14.025267453113965
2023-09-30,Operations,Marketing,East,67753,31128,Cash,TXN100299,-36625,-54.05664693814296
2022-03-20,HR,Salaries,North,147713,78707,Bank Transfer,TXN100300,-69006,-46.71626735629227
2022-09-05,HR,Infrastructure,North,99075,143537,Cash,TXN100301,44462,44.87711329800656
2023-09-20,Marketing,Travel,West,14677,98275,UPI,TXN100302,83598,569.5850650677932
2021-09-21,HR,Travel,Central,15139,37998,UPI,TXN100303,22859,150.99412114406502
2023-12-13,Sales,Salaries,Central,67766,35333,UPI,TXN100304,-32433,-47.86028391818906
2023-10-01,Marketing,Marketing,West,96049,73886,UPI,TXN100305,-22163,-23.07468063176087
2021-01-05,Operations,Utilities,Central,86693,14522,Cash,TXN100306,-72171,-83.2489359002457
2023-02-13,Marketing,Training,Central,67414,106504,Bank Transfer,TXN100307,39090,57.98498828136589
2023-05-27,Marketing,Infrastructure,East,139807,97194,Bank Transfer,TXN100308,-42613,-30.47987582882116
2023-09-19,HR,Travel,Central,83741,43320,Bank Transfer,TXN100309,-40421,-48.26906772071028
2023-06-03,Operations,Training,North,146497,118424,Card,TXN100310,-28073,-19.162849751189444
2021-02-16,Marketing,Training,East,13900,121959,Bank Transfer,TXN100311,108059,777.4028776978417
2023-05-17,HR,Utilities,North,87347,65630,Card,TXN100312,-21717,-24.86290313347911
2023-04-03,IT,Training,North,136004,64662,Bank Transfer,TXN100313,-71342,-52.45581012323167
2023-07-25,Operations,Salaries,West,134463,121305,UPI,TXN100314,-13158,-9.785591575377612
2022-10-18,Finance,Marketing,Central,39134,116291,Bank Transfer,TXN100315,77157,197.16103643890224
2021-09-26,Sales,Infrastructure,Central,12817,142630,Card,TXN100316,129813,1012.8189123819927
2022-01-05,Finance,Salaries,Central,80486,81834,UPI,TXN100317,1348,1.674825435479462
2022-09-28,Operations,Marketing,Central,148763,11513,Card,TXN100318,-137250,-92.26084443040273
2022-10-19,Marketing,Salaries,East,75978,148532,Cash,TXN100319,72554,95.49343230935271
2021-04-30,HR,Travel,South,67154,164388,Cash,TXN100320,97234,144.7925663400542
2023-04-11,Operations,Travel,North,102195,121860,Cash,TXN100321,19665,19.24262439453985
2023-12-18,Sales,Utilities,South,58788,57512,UPI,TXN100322,-1276,-2.1705109886371368
2023-01-11,Operations,Salaries,South,103039,36669,UPI,TXN100323,-66370,-64.41250400333854
2021-04-27,HR,Training,South,19413,111099,Card,TXN100324,91686,472.2917632514295
2023-03-02,Finance,Travel,East,124113,107754,UPI,TXN100325,-16359,-13.180730463368059
2023-10-10,IT,Marketing,South,53400,65560,Bank Transfer,TXN100326,12160,22.771535580524343
2023-12-18,Finance,Utilities,East,39899,39709,Card,TXN100327,-190,-0.4762024110879972
2022-09-26,HR,Training,West,122683,95705,Bank Transfer,TXN100328,-26978,-21.990006765403518
2022-05-28,HR,Infrastructure,West,55463,25011,UPI,TXN100329,-30452,-54.905071849701606
2023-03-13,Sales,Salaries,West,10894,27651,Bank Transfer,TXN100330,16757,153.81861575178996
2022-07-14,Operations,Travel,East,120398,8566,UPI,TXN100331,-111832,-92.8852638748152
2022-05-03,Operations,Training,East,139611,44526,UPI,TXN100332,-95085,-68.10709757827105
2023-06-16,Finance,Marketing,North,98777,10020,Bank Transfer,TXN100333,-88757,-89.85593812324731
2022-12-05,IT,Salaries,South,56442,77066,Cash,TXN100334,20624,36.54016512526133
2022-08-04,IT,Marketing,Central,129681,26890,UPI,TXN100335,-102791,-79.2645028955668
2023-03-01,Sales,Utilities,Central,53520,83919,Card,TXN100336,30399,56.799327354260086
2023-05-11,HR,Travel,South,113137,51882,Card,TXN100337,-61255,-54.14232302429798
2021-09-04,Sales,Travel,Central,39899,33304,Cash,TXN100338,-6595,-16.52923632171232
2021-06-03,Operations,Utilities,Central,88107,126016,Bank Transfer,TXN100339,37909,43.0260932729522
2023-09-24,Marketing,Marketing,Central,141443,55742,Cash,TXN100340,-85701,-60.59048521312472
2022-11-28,Marketing,Salaries,East,40193,70124,Bank Transfer,TXN100341,29931,74.4681909785286
2023-12-29,Marketing,Marketing,East,115302,137925,Cash,TXN100342,22623,19.62064838424312
2023-12-07,HR,Salaries,East,24464,99354,UPI,TXN100343,74890,306.1232831916285
2023-10-06,Sales,Training,South,93323,46451,Card,TXN100344,-46872,-50.22556068707607
2021-04-04,Finance,Utilities,West,59025,60754,Cash,TXN100345,1729,2.9292672596357474
2023-08-16,Operations,Infrastructure,Central,104187,152741,Card,TXN100346,48554,46.60274314453818
2023-10-09,Marketing,Salaries,North,121710,28754,Bank Transfer,TXN100347,-92956,-76.37498972968531
2022-03-29,IT,Travel,East,86248,132779,Cash,TXN100348,46531,53.950236527223815
2023-07-01,Sales,Training,North,92927,110047,Cash,TXN100349,17120,18.423063264713164
2021-08-06,Operations,Travel,Central,10667,143919,Cash,TXN100350,133252,1249.1984625480454
2022-04-19,Operations,Training,West,25890,89472,Cash,TXN100351,63582,245.58516801853995
2022-03-08,IT,Travel,North,111333,46446,Card,TXN100352,-64887,-58.281911023685694
2021-12-07,IT,Marketing,Central,51000,105676,UPI,TXN100353,54676,107.20784313725491
2022-07-05,IT,Marketing,Central,130580,68489,Card,TXN100354,-62091,-47.55016082095268
2021-12-23,Marketing,Marketing,East,39940,123363,UPI,TXN100355,83423,208.87080620931394
2021-01-23,Marketing,Training,West,131878,77589,Cash,TXN100356,-54289,-41.1660777385159
2022-06-06,Sales,Training,Central,129492,139994,UPI,TXN100357,10502,8.11015352299756
2023-03-13,IT,Travel,West,34701,106711,Card,TXN100358,72010,207.515633555229
2023-02-01,Finance,Salaries,East,92697,58261,Cash,TXN100359,-34436,-37.1489907979762
2022-03-18,Operations,Training,North,51795,151862,Card,TXN100360,100067,193.19818515300705
2023-02-08,IT,Travel,South,100990,153639,Card,TXN100361,52649,52.132884444004354
2023-10-13,Operations,Salaries,South,23115,28343,Card,TXN100362,5228,22.617348042396713
2022-05-31,HR,Marketing,South,140845,9490,UPI,TXN100363,-131355,-93.26209663104832
2023-11-06,HR,Training,West,66433,136369,Cash,TXN100364,69936,105.27298180121325
2023-03-03,IT,Infrastructure,South,56999,68928,Cash,TXN100365,11929,20.92843734100598
2021-12-02,Operations,Marketing,North,84564,167498,Card,TXN100366,82934,98.07246582470081
2021-09-15,HR,Utilities,Central,117747,126888,Bank Transfer,TXN100367,9141,7.763255114779994
2022-05-12,IT,Salaries,West,148760,91401,Card,TXN100368,-57359,-38.55808012906695
2023-06-15,Operations,Infrastructure,North,33255,105914,UPI,TXN100369,72659,218.4904525635243
2021-06-09,IT,Marketing,West,89747,24178,UPI,TXN100370,-65569,-73.05982372669838
2023-05-02,Marketing,Training,West,87049,136272,Cash,TXN100371,49223,56.54631299612862
2022-11-21,Operations,Infrastructure,West,76057,45622,Bank Transfer,TXN100372,-30435,-40.0160406011281
2022-01-15,HR,Travel,East,36293,49834,UPI,TXN100373,13541,37.310225112280605
2023-08-15,IT,Salaries,Central,40607,147127,Cash,TXN100374,106520,262.3193045534021
2022-11-22,HR,Utilities,South,100413,138241,Bank Transfer,TXN100375,37828,37.67241293458019
2023-12-03,IT,Travel,East,117148,163759,Bank Transfer,TXN100376,46611,39.788131252774264
2021-10-12,Sales,Infrastructure,Central,46069,112762,Cash,TXN100377,66693,144.76763116195272
2022-02-01,HR,Marketing,South,96079,81929,UPI,TXN100378,-14150,-14.727463857866962
2021-01-12,HR,Salaries,East,52582,89396,Card,TXN100379,36814,70.01255182381804
2022-05-14,Finance,Training,East,104526,135000,UPI,TXN100380,30474,29.154468744618562
2023-01-24,Marketing,Utilities,North,23116,91451,UPI,TXN100381,68335,295.61775393666727
2021-02-04,HR,Marketing,East,108395,148653,UPI,TXN100382,40258,37.14008948752249
2022-12-28,Operations,Utilities,West,13706,89617,Cash,TXN100383,75911,553.8523274478331
2023-04-29,IT,Training,East,26147,91537,Cash,TXN100384,65390,250.08605193712472
2021-03-31,Sales,Salaries,West,109147,53101,Card,TXN100385,-56046,-51.34909800544221
2023-02-15,Operations,Infrastructure,Central,18895,32940,UPI,TXN100386,14045,74.3318338184705
2022-08-28,Operations,Utilities,Central,72058,76907,UPI,TXN100387,4849,6.729301396097588
2023-08-28,Operations,Salaries,West,23251,19016,Card,TXN100388,-4235,-18.214270353963272
2023-10-19,Operations,Utilities,North,120533,162015,Bank Transfer,TXN100389,41482,34.415471281723676
2022-02-22,Sales,Marketing,North,15109,62617,Bank Transfer,TXN100390,47508,314.4351049043616
2021-04-25,Finance,Utilities,Central,34632,91292,Card,TXN100391,56660,163.6059136059136
2022-09-09,Marketing,Marketing,East,65276,10237,UPI,TXN100392,-55039,-84.31736013236105
2023-04-06,HR,Marketing,Central,16325,109778,Cash,TXN100393,93453,572.4532924961716
2022-02-17,Operations,Salaries,Central,104964,73263,UPI,TXN100394,-31701,-30.20178346861781
2022-12-30,HR,Travel,West,11912,28852,Card,TXN100395,16940,142.20953660174612
2023-10-18,HR,Training,North,17374,144830,Card,TXN100396,127456,733.6019339242546
2023-01-31,Operations,Utilities,West,43034,53003,Card,TXN100397,9969,23.165404099084444
2022-11-07,Finance,Infrastructure,Central,95402,93895,Cash,TXN100398,-1507,-1.5796314542672063
2022-04-02,HR,Marketing,South,101792,17176,UPI,TXN100399,-84616,-83.12637535366237
2023-07-09,IT,Travel,East,103305,37658,Cash,TXN100400,-65647,-63.54677895552007
2021-07-11,HR,Marketing,Central,60683,133038,Bank Transfer,TXN100401,72355,119.2343819521118
2023-01-09,Marketing,Travel,West,104817,144746,UPI,TXN100402,39929,38.09401146760544
2023-09-05,Operations,Travel,South,137776,156982,Card,TXN100403,19206,13.940018580884914
2023-10-06,Sales,Infrastructure,South,148227,35948,UPI,TXN100404,-112279,-75.74800812267671
2021-04-06,HR,Travel,Central,57952,35749,Card,TXN100405,-22203,-38.31274157923799
2022-10-25,Finance,Infrastructure,North,133899,100356,Cash,TXN100406,-33543,-25.050971254452982
2021-02-06,IT,Salaries,South,21388,136390,UPI,TXN100407,115002,537.6940340377782
2021-10-06,IT,Marketing,East,84178,34678,Card,TXN100408,-49500,-58.80396303072062
2021-08-05,Sales,Infrastructure,West,36457,156498,Cash,TXN100409,120041,329.26735606330743
2023-05-17,Marketing,Training,West,21752,53418,UPI,TXN100410,31666,145.57741816844427
2023-05-23,Sales,Marketing,West,61832,133400,UPI,TXN100411,71568,115.74589209470825
2021-03-03,Marketing,Training,Central,14237,167752,Bank Transfer,TXN100412,153515,1078.2819414202431
2022-08-19,HR,Utilities,West,144123,117203,UPI,TXN100413,-26920,-18.67848990098735
2022-12-30,Operations,Training,West,53311,145240,Bank Transfer,TXN100414,91929,172.43908386636903
2022-02-01,Finance,Salaries,East,29088,111845,UPI,TXN100415,82757,284.5056380638064
2022-11-30,IT,Utilities,North,15675,110209,Bank Transfer,TXN100416,94534,603.0877192982456
2023-11-09,Sales,Utilities,Central,12640,9080,Cash,TXN100417,-3560,-28.164556962025316
2021-06-26,Finance,Travel,Central,73328,85333,UPI,TXN100418,12005,16.371645210560768
2022-01-31,Marketing,Training,West,22317,126307,Cash,TXN100419,103990,465.9676479813595
2022-03-21,Operations,Travel,East,116442,44018,UPI,TXN100420,-72424,-62.19748887858333
2021-03-17,IT,Training,South,113666,93487,UPI,TXN100421,-20179,-17.752890046275933
2021-09-22,IT,Utilities,West,43462,111424,UPI,TXN100422,67962,156.37108278496157
2022-03-31,Marketing,Travel,West,85921,81775,UPI,TXN100423,-4146,-4.825362833300358
2022-12-19,Operations,Marketing,Central,25201,19927,UPI,TXN100424,-5274,-20.927740962660213
2023-01-05,IT,Training,Central,44536,8944,UPI,TXN100425,-35592,-79.91737021735226
2023-05-01,Operations,Training,West,45517,60420,Card,TXN100426,14903,32.741613023705426
2021-05-24,IT,Travel,Central,125308,27503,UPI,TXN100427,-97805,-78.05168065885658
2023-06-04,HR,Training,East,122911,161528,Bank Transfer,TXN100428,38617,31.418668792866384
2023-12-29,Marketing,Utilities,South,47982,18175,UPI,TXN100429,-29807,-62.121212121212125
2022-01-31,Operations,Travel,South,42844,164002,Cash,TXN100430,121158,282.78872187470824
2023-11-15,Finance,Travel,South,94118,142377,Bank Transfer,TXN100431,48259,51.27499521876793
2023-08-06,HR,Infrastructure,West,145309,135412,Bank Transfer,TXN100432,-9897,-6.811002759636361
2023-06-10,Finance,Infrastructure,West,133110,47537,Bank Transfer,TXN100433,-85573,-64.28743144767486
2022-07-23,Marketing,Utilities,West,16027,118681,Card,TXN100434,102654,640.5066450365009
2023-11-29,IT,Marketing,East,90567,41136,UPI,TXN100435,-49431,-54.57948259299745
2021-04-19,Finance,Training,South,110848,166634,Cash,TXN100436,55786,50.3265733256351
2023-12-02,HR,Salaries,Central,103724,83624,Cash,TXN100437,-20100,-19.37835023716787
2023-07-24,Operations,Training,Central,124675,158266,Cash,TXN100438,33591,26.942851413675555
2022-02-02,Sales,Salaries,North,81810,88312,Card,TXN100439,6502,7.947683657254615
2022-09-26,Finance,Utilities,North,135545,106415,Card,TXN100440,-29130,-21.49101774318492
2023-01-03,Sales,Marketing,Central,62892,93992,Card,TXN100441,31100,49.44985053742925
2021-08-23,Marketing,Marketing,South,117457,91117,UPI,TXN100442,-26340,-22.425227955762534
2022-10-20,Finance,Marketing,West,87059,69241,Card,TXN100443,-17818,-20.466580135310537
2023-01-21,Finance,Infrastructure,Central,11074,136923,Cash,TXN100444,125849,1136.4366985732345
2022-08-11,Operations,Utilities,Central,92567,43629,Card,TXN100445,-48938,-52.86765261918395
2023-10-30,IT,Salaries,North,55793,21895,Cash,TXN100446,-33898,-60.75672575412686
2023-08-12,HR,Marketing,South,48071,138370,Bank Transfer,TXN100447,90299,187.84506251170143
2022-05-07,HR,Utilities,Central,29546,103344,Cash,TXN100448,73798,249.77323495566236
2023-07-02,HR,Training,West,56515,66918,Bank Transfer,TXN100449,10403,18.407502432982394
2021-06-19,Marketing,Salaries,West,139212,151864,UPI,TXN100450,12652,9.08829698589202
2023-08-04,IT,Infrastructure,East,21054,71406,Card,TXN100451,50352,239.15645483043605
2023-03-06,Sales,Travel,West,12897,23430,UPI,TXN100452,10533,81.67015585019772
2022-09-26,HR,Salaries,Central,19537,47130,UPI,TXN100453,27593,141.23458053948917
2021-01-29,Sales,Training,Central,67325,136752,UPI,TXN100454,69427,103.12216858522095
2021-12-05,IT,Salaries,West,149753,77120,Bank Transfer,TXN100455,-72633,-48.501866406683
2022-05-15,Marketing,Salaries,North,129940,69397,Card,TXN100456,-60543,-46.59304294289672
2022-05-26,IT,Travel,South,83387,129212,UPI,TXN100457,45825,54.954609231654814
2021-08-05,Operations,Marketing,Central,100537,62455,UPI,TXN100458,-38082,-37.878591961168524
2023-12-30,HR,Training,West,90121,59078,Cash,TXN100459,-31043,-34.44591160772739
2022-03-21,Marketing,Travel,West,115532,39088,Cash,TXN100460,-76444,-66.16694941661186
2023-05-26,Operations,Salaries,Central,57038,148669,Card,TXN100461,91631,160.64904099021703
2021-06-16,HR,Training,East,64833,10013,Cash,TXN100462,-54820,-84.55570465657921
2021-04-01,IT,Infrastructure,South,58123,91640,Bank Transfer,TXN100463,33517,57.66564010804673
2022-12-15,IT,Salaries,Central,40117,101979,Bank Transfer,TXN100464,61862,154.20395343619913
2021-02-08,Finance,Infrastructure,West,81131,152537,Bank Transfer,TXN100465,71406,88.01321319840751
2021-06-22,Finance,Utilities,East,53691,123184,UPI,TXN100466,69493,129.43137583580116
2022-10-15,IT,Infrastructure,Central,37531,166559,Card,TXN100467,129028,343.7904665476539
2023-01-24,IT,Salaries,South,52174,137045,Bank Transfer,TXN100468,84871,162.6691455514241
2023-12-18,Sales,Travel,East,138755,11219,Bank Transfer,TXN100469,-127536,-91.91452560268098
2022-04-21,Sales,Salaries,West,24414,147149,Bank Transfer,TXN100470,122735,502.72384697304824
2022-04-01,Operations,Salaries,North,104572,141782,Bank Transfer,TXN100471,37210,35.58313888995142
2023-04-09,Finance,Utilities,South,20261,165250,Bank Transfer,TXN100472,144989,715.6063372982578
2023-06-14,Finance,Marketing,East,77913,54994,Bank Transfer,TXN100473,-22919,-29.416143647401586
2023-10-22,IT,Salaries,Central,11271,119181,Card,TXN100474,107910,957.4128293851477
2022-01-22,IT,Utilities,Central,113324,152036,Bank Transfer,TXN100475,38712,34.160460273198964
2021-12-14,Operations,Travel,East,43202,36288,Card,TXN100476,-6914,-16.00388870885607
2021-07-09,Marketing,Utilities,Central,79307,38714,Card,TXN100477,-40593,-51.184636917296075
2022-05-20,Marketing,Utilities,East,117030,11602,Card,TXN100478,-105428,-90.08630265743827
2023-04-04,Marketing,Infrastructure,South,94070,96024,Bank Transfer,TXN100479,1954,2.0771765706388856
2023-07-18,Finance,Marketing,Central,46892,12096,Bank Transfer,TXN100480,-34796,-74.20455514799966
2023-07-23,Sales,Marketing,South,146674,108638,Card,TXN100481,-38036,-25.93233974664903
2021-05-14,Marketing,Training,West,136008,79652,Card,TXN100482,-56356,-41.43579789424152
2021-02-27,HR,Travel,West,90957,37610,Bank Transfer,TXN100483,-53347,-58.650791033125536
2022-11-16,Operations,Training,West,107210,74815,Cash,TXN100484,-32395,-30.216397724092904
2022-11-03,Marketing,Utilities,West,146239,111253,Cash,TXN100485,-34986,-23.923850682786398
2021-06-22,HR,Travel,Central,63201,73585,Cash,TXN100486,10384,16.430119776585812
2023-03-26,Marketing,Travel,East,59698,46419,Bank Transfer,TXN100487,-13279,-22.24362625213575
2021-03-21,Sales,Marketing,Central,73753,137213,Card,TXN100488,63460,86.04395753393082
2023-06-05,Sales,Marketing,Central,85479,50734,Cash,TXN100489,-34745,-40.64741047508745
2021-07-22,Marketing,Marketing,South,74687,129898,UPI,TXN100490,55211,73.92317270743234
2023-02-03,HR,Salaries,East,141290,126276,UPI,TXN100491,-15014,-10.626371293085143
2021-02-16,Operations,Utilities,North,42893,145611,Card,TXN100492,102718,239.47497260625278
2022-10-18,HR,Travel,North,23169,29754,UPI,TXN100493,6585,28.42159782467953
2022-04-16,Operations,Utilities,East,56458,12223,Bank Transfer,TXN100494,-44235,-78.35027808282263
2023-08-29,Marketing,Travel,North,84951,166392,UPI,TXN100495,81441,95.86820637779427
2023-11-02,Operations,Travel,East,14180,57339,Card,TXN100496,43159,304.36530324400564
2023-01-06,IT,Training,South,19766,144374,Cash,TXN100497,124608,630.4158656278458
2023-02-23,Finance,Travel,South,11942,119169,Bank Transfer,TXN100498,107227,897.8981745101324
2023-08-26,Finance,Travel,Central,53374,102151,Card,TXN100499,48777,91.38719226589726
2021-12-24,Sales,Infrastructure,North,76790,29241,Bank Transfer,TXN100500,-47549,-61.920823023831225
